id,url,title,price,location,type,area,rooms,bedrooms,bathrooms,description,property_state,jardin,piscine,cuisine_equiped,terrasse,garage,ascenseur,quartier,status
8034707,https://www.mubawab.ma/fr/a/8034707/apt-2-fa%C3%A7ades-132-m-a-vendre-guich-oudayas,N/A,1980000,N/A,N/A,132,4,3,3,,5-10 ans,Non,Non,Non,Oui,Non,Non,"Guich Oudaya à
							Rabat",success
8035430,https://www.mubawab.ma/fr/a/8035430/magnifique-appartement-de-luxe-en-rez-de-jardin-%C3%A0,N/A,490000,N/A,appartement,290,2,3,3,,1-5 ans,Oui,Non,Oui,Oui,Oui,Non,"Quartier Des Ambassades à
							Rabat",success
8035701,https://www.mubawab.ma/fr/a/8035701/2ch-salon-en-vente-%C3%A0-l-agdal,N/A,1550000,N/A,N/A,100,3,2,2,,20-30 ans,Non,Non,Oui,Non,Oui,Non,"Agdal à
							Rabat",success
8036415,https://www.mubawab.ma/fr/a/8036415/appartement-168m%C2%B2-habitation-ou-bureau,N/A,3000000,N/A,appartement,168,4,3,1,,N/A,Non,Non,Non,Non,Non,Non,"Agdal à
							Rabat",success
8036497,https://www.mubawab.ma/fr/a/8036497/appartement-%C3%A0-vendre-%C3%A0-hay-riad,N/A,3300000,N/A,appartement,147,5,3,3,,10-20 ans,Non,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
8036711,https://www.mubawab.ma/fr/a/8036711/appartement-%C3%A0-l-achat-%C3%A0-agdal-3-pi%C3%A8ces-concierge-et-climatisation,N/A,2200000,N/A,appartement,118,3,3,2,,N/A,Non,Non,Oui,Non,Oui,Oui,"Agdal à
							Rabat",success
8036866,https://www.mubawab.ma/fr/a/8036866/superbe-appartement-%C3%A0-vendre-%C3%A0-riyad-3-chambres-agr%C3%A9ables-terrasse-et-ascenseur,N/A,4800000,N/A,appartement,216,5,3,3,,1-5 ans,Oui,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
8038120,https://www.mubawab.ma/fr/a/8038120/appartement-%C3%A0-vendre-77-m%C2%B2-%C3%A0-rabat,N/A,860000,N/A,appartement,77,4,3,2,,20-30 ans,Non,Non,Non,Non,Non,Non,"Hay Al Massira à
							Rabat",success
8038147,https://www.mubawab.ma/fr/a/8038147/appartement-luxueuse-181m-agdal,N/A,3400000,N/A,appartement,181,2,3,2,,20-30 ans,Non,Non,Non,Non,Oui,Oui,"Agdal à
							Rabat",success
8038183,https://www.mubawab.ma/fr/a/8038183/appartement-%C3%A0-vendre-sur-l-agdal,N/A,2000000,N/A,appartement,118,4,3,2,,Moins d'un an,Non,Non,Oui,Oui,Oui,Oui,"Agdal à
							Rabat",success
8040472,https://www.mubawab.ma/fr/a/8040472/appartement-avec-meuble-%C3%A0-vendre,N/A,N/A,N/A,appartement,148,4,3,2,,5-10 ans,Non,Non,Non,Oui,Non,Non,"Agdal à
							Rabat",success
8040905,https://www.mubawab.ma/fr/a/8040905/villa-%C3%A0-vendre-%C3%A0-hay-nahda-2,N/A,4400000,N/A,villa,370,5,3,3,,10-20 ans,Non,Non,Non,Oui,Oui,Non,"Hay Nahda à
							Rabat",success
8041202,https://www.mubawab.ma/fr/a/8041202/villa-%C3%A0-vendre-%C3%A0-hay-riad-tr%C3%A8s-bien-situ%C3%A9e,N/A,9000000,N/A,villa,303,4,5,4,,10-20 ans,Oui,Non,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
8041727,https://www.mubawab.ma/fr/a/8041727/a-vendre-d-un-appartement-%C3%A0-l-agdal,N/A,N/A,N/A,appartement,97,3,2,2,,N/A,Non,Non,Oui,Oui,Oui,Oui,N/A,success
8041772,https://www.mubawab.ma/fr/a/8041772/a-vendre-appartement-%C3%A0-el-manzeh,N/A,1800000,N/A,appartement,123,4,3,1,,N/A,Non,Non,Non,Oui,Non,Non,"Hay El Menzah à
							Rabat",success
8042955,https://www.mubawab.ma/fr/a/8042955/%C3%A0-vendre-somptueuse-villa-de-luxe-%C3%A0-souissi-rabat,N/A,20500000,N/A,villa,2000,8,5,4,,N/A,Oui,Oui,Non,Oui,Oui,Oui,"Souissi à
							Rabat",success
8043160,https://www.mubawab.ma/fr/a/8043160/appartemente-a-vendre-4-%C3%A9me-%C3%A9tage-146-m%C2%B2,N/A,2300000,N/A,appartement,146,4,4,2,,10-20 ans,Non,Non,Non,Oui,Oui,Oui,"Diour Jamaa à
							Rabat",success
8043765,https://www.mubawab.ma/fr/a/8043765/villa-de-luxe-%C3%A0-vendre-souissi,N/A,32000000,N/A,villa,2700,10,6,5,,N/A,Oui,Oui,Oui,Oui,Oui,Oui,"Souissi à
							Rabat",success
8044402,https://www.mubawab.ma/fr/a/8044402/appartement-%C3%A0-vendre-de-88-0-m%C2%B2-%C3%A0-rabat-jenan-ennahda,N/A,700000,N/A,appartement,88,4,2,2,,N/A,Non,Non,Non,Oui,Non,Non,Rabat,success
8045072,https://www.mubawab.ma/fr/a/8045072/appartement-%C3%A0-vendre-%C3%A0-rabat-agdal,N/A,1590000,N/A,appartement,98,1,1,1,,10-20 ans,Non,Non,Oui,Oui,Oui,Oui,"Haut Agdal à
							Rabat",success
8046888,https://www.mubawab.ma/fr/a/8046888/jolie-villa-bonne-situation,N/A,6500000,N/A,villa,540,9,6,3,,5-10 ans,Oui,Oui,Oui,Oui,Oui,Non,"Hay Ach-chbanat à
							Rabat",success
8046931,https://www.mubawab.ma/fr/a/8046931/vente-villa-de-luxe-%C3%A0-quartier-des-ambassades-10-pi%C3%A8ces-terrasse-et-jardin,N/A,18000000,N/A,villa,1634,10,8,4,,1-5 ans,Oui,Oui,Oui,Oui,Oui,Non,"Quartier Des Ambassades à
							Rabat",success
8046962,https://www.mubawab.ma/fr/a/8046962/villa-%C3%A0-vendre,N/A,12000000,N/A,villa,2000,7,5,5,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8047087,https://www.mubawab.ma/fr/a/8047087/appartement-%C3%A0-vendre-%C3%A0-hay-riad,N/A,3000000,N/A,appartement,144,4,2,2,,10-20 ans,Non,Non,Oui,Non,Oui,Oui,"Riyad à
							Rabat",success
8047757,https://www.mubawab.ma/fr/a/8047757/appartement-%C3%A0-vendre-135-m%C2%B2-%C3%A0-rabat-agdal,N/A,2200000,N/A,appartement,135,4,3,2,,50-70 ans,Non,Non,Non,Non,Non,Oui,"Agdal à
							Rabat",success
8047898,https://www.mubawab.ma/fr/a/8047898/bel-appartement-en-vente-a-souissi-rabat-r%C3%A9sidence-avec-piscine-et-salle-de-sport,N/A,4200000,N/A,appartement,120,3,2,2,,1-5 ans,Oui,Oui,Oui,Oui,Oui,Oui,"Souissi à
							Rabat",success
8047929,https://www.mubawab.ma/fr/a/8047929/vend-appartement-%C3%A0-hay-nahda-surface-de-81-m%C2%B2,N/A,1000000,N/A,appartement,81,1,2,1,,70-100 ans,Non,Non,Non,Non,Non,Non,"Hay Nahda à
							Rabat",success
8048170,https://www.mubawab.ma/fr/a/8048170/appartement-presque-neuf-3-avenue-madagascar,N/A,1370000,N/A,appartement,74,3,2,2,,1-5 ans,Non,Non,Oui,Non,Non,Oui,"Diour Jamaa à
							Rabat",success
8049144,https://www.mubawab.ma/fr/a/8049144/villa-%C3%A0-demolir-ou-a-retaper-%C3%A0-hay-riyad,N/A,N/A,N/A,villa,184,3,1,1,,20-30 ans,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8049170,https://www.mubawab.ma/fr/a/8049170/magnifique-appartement-%C3%A0-vendre,N/A,3250000,N/A,appartement,125,5,3,2,,Moins d'un an,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8049175,https://www.mubawab.ma/fr/a/8049175/appartement-%C3%A0-vendre-%C3%A0-l%E2%80%99agdal,N/A,2500000,N/A,appartement,170,3,2,2,,N/A,Oui,Non,Non,Oui,Oui,Oui,"Agdal à
							Rabat",success
8049554,https://www.mubawab.ma/fr/a/8049554/appartement-en-vente-%C3%A0-hassan,N/A,1260000,N/A,appartement,76,3,2,1,,N/A,Non,Non,Non,Non,Oui,Non,Rabat,success
8049745,https://www.mubawab.ma/fr/a/8049745/appartement-en-vente-%C3%A0-agdal-tb-situ%C3%A9-de-120-m%C2%B2,N/A,1950000,N/A,appartement,120,4,3,2,,20-30 ans,Non,Non,Non,Non,Non,Non,"Agdal à
							Rabat",success
8049945,https://www.mubawab.ma/fr/a/8049945/vente-d%E2%80%99un-superbe-appartement-sur-hassan,N/A,2600000,N/A,appartement,112,4,3,2,,N/A,Non,Non,Oui,Oui,Oui,Oui,"Hassan - Centre Ville à
							Rabat",success
8050144,https://www.mubawab.ma/fr/a/8050144/villa-bonne-affaire-de-722m2-%C3%A0-hay-riad,N/A,7500000,N/A,villa,722,8,5,5,,10-20 ans,Oui,Non,Non,Oui,Oui,Non,"Riyad à
							Rabat",success
8050170,https://www.mubawab.ma/fr/a/8050170/bel-appartement-%C3%A0-vendre-%C3%A0-agdal,N/A,1350000,N/A,appartement,60,3,2,2,,N/A,Non,Non,Oui,Non,Oui,Oui,"Agdal à
							Rabat",success
8051122,https://www.mubawab.ma/fr/a/8051122/bel-appartement-%C3%A0-oueld-mtaa,N/A,1050000,N/A,appartement,70,3,2,1,,5-10 ans,Non,Non,Oui,Non,Non,Non,"Guich Oudaya à
							Rabat",success
8051468,https://www.mubawab.ma/fr/a/8051468/appartement-%C3%A0-l-achat-%C3%A0-agdal-2-belles-chambres-chemin%C3%A9e-et-concierge,N/A,1600000,N/A,appartement,130,2,2,2,,N/A,Non,Non,Oui,Oui,Oui,Oui,"Agdal à
							Rabat",success
8052355,https://www.mubawab.ma/fr/a/8052355/a-vendre-grand-appartement-a-guich-des-oudayas,N/A,1900000,N/A,appartement,141,6,3,2,,N/A,Non,Non,Non,Non,Oui,Non,"Guich Oudaya à
							Rabat",success
8053102,https://www.mubawab.ma/fr/a/8053102/appartement-120-m2-centre-rabat,N/A,1600000,N/A,appartement,120,4,3,1,,10-20 ans,Non,Non,Non,Non,Oui,Oui,"Kébibat à
							Rabat",success
8053313,https://www.mubawab.ma/fr/a/8053313/appartement-pour-investir-%C3%A0-prestigia-rabat,N/A,2450000,N/A,appartement,91,3,2,1,,N/A,Non,Non,Oui,Non,Oui,Oui,"Riyad à
							Rabat",success
8053357,https://www.mubawab.ma/fr/a/8053357/appartement-en-vente-%C3%A0-pristigia-riyad-surface-de-91-m%C2%B2-bien-meubl%C3%A9,N/A,2450000,N/A,appartement,91,3,2,2,,5-10 ans,Non,Non,Oui,Non,Oui,Oui,"Riyad à
							Rabat",success
8053373,https://www.mubawab.ma/fr/a/8053373/appartement-%C3%A0-l-achat-%C3%A0-agdal-superficie-109-m%C2%B2-avec-ascenseur,N/A,1900000,N/A,appartement,106,3,2,1,,5-10 ans,Non,Non,Oui,Oui,Oui,Oui,"Agdal à
							Rabat",success
8053784,https://www.mubawab.ma/fr/a/8053784/vente-appartement-rabat-hay-riyad-prestigia,N/A,2450000,N/A,appartement,98,3,2,2,,N/A,Non,Non,Non,Non,Oui,Non,"Riyad à
							Rabat",success
8055681,https://www.mubawab.ma/fr/a/8055681/appartement-%C3%A0-vendre-de-140-m2-%C3%A0-rabat,N/A,2600000,N/A,appartement,140,5,3,2,,20-30 ans,Non,Non,Oui,Oui,Oui,Non,"Hay Al Amal à
							Rabat",success
8055699,https://www.mubawab.ma/fr/a/8055699/appartement-%C3%A0-l-achat-%C3%A0-riyad-surface-de-90-m%C2%B2,N/A,2620000,N/A,appartement,100,N/A,N/A,N/A,,N/A,Oui,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8055943,https://www.mubawab.ma/fr/a/8055943/vente-d-un-bel-appartement-%C3%A0-hay-riyad-superficie-91-m%C2%B2,N/A,2450000,N/A,appartement,91,3,2,2,,5-10 ans,Oui,Oui,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
8056338,https://www.mubawab.ma/fr/a/8056338/appartement-%C3%A0-vendre-%C3%A0-l%E2%80%99agdal,N/A,2100000,N/A,appartement,136,4,3,2,,N/A,Non,Non,Non,Non,Non,Oui,"Agdal à
							Rabat",success
8056378,https://www.mubawab.ma/fr/a/8056378/appartement-%C3%A0-vendre-%C3%A0-hay-riad-prestigia,N/A,2450000,N/A,appartement,91,3,2,2,,N/A,Non,Non,Oui,Non,Oui,Oui,"Riyad à
							Rabat",success
8056443,https://www.mubawab.ma/fr/a/8056443/bel-appartement-%C3%A0-vendre-au-caroussel,N/A,5300000,N/A,appartement,239,5,3,3,,Moins d'un an,Oui,Oui,Oui,Non,Oui,Non,"Hay Ach-chbanat à
							Rabat",success
8056458,https://www.mubawab.ma/fr/a/8056458/villa-de-1-000-m%C2%B2-%C3%A0-vendre-sur-souissi-%C3%A0-rabat,N/A,N/A,N/A,villa,1000,7,5,4,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8056712,https://www.mubawab.ma/fr/a/8056712/superbe-villa-haut-standing-%C3%A0-vendre-%C3%A0-t%C3%A9mara,N/A,5500000,N/A,villa,400,8,5,3,,N/A,Oui,Oui,Non,Oui,Non,Non,"Skhirat à
							Rabat",success
8056920,https://www.mubawab.ma/fr/a/8056920/superbe-appartement-%C3%A0-vendre-en-hassan-centre-ville-3-pi%C3%A8ces-confortables,N/A,1250000,N/A,appartement,130,3,2,2,,N/A,Non,Non,Non,Non,Oui,Oui,"Hassan - Centre Ville à
							Rabat",success
8057101,https://www.mubawab.ma/fr/a/8057101/somptueuse-villa-de-3000-m%C2%B2-route-de-za%C3%ABr,N/A,32000000,N/A,villa,1200,8,8,8,,5-10 ans,Oui,Non,Non,Non,Non,Non,"Souissi à
							Rabat",success
8057302,https://www.mubawab.ma/fr/a/8057302/bel-appartement-%C3%A0-vendre-au-orangeraie-souissi,N/A,3000000,N/A,appartement,190,5,3,2,,N/A,Oui,Non,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
8057515,https://www.mubawab.ma/fr/a/8057515/villa-a-hay-riad,N/A,9000000,N/A,villa,761,5,5,5,,10-20 ans,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8057529,https://www.mubawab.ma/fr/a/8057529/villa-a-hay-riad,N/A,20000000,N/A,villa,714,10,5,5,,10-20 ans,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8057531,https://www.mubawab.ma/fr/a/8057531/villa-a-hay-riad,N/A,10000000,N/A,villa,486,9,5,3,,N/A,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8057534,https://www.mubawab.ma/fr/a/8057534/villa-a-hay-riad,N/A,9700000,N/A,villa,811,7,5,3,,20-30 ans,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8057538,https://www.mubawab.ma/fr/a/8057538/villa-a-hay-riad,N/A,9700000,N/A,villa,929,7,5,3,,10-20 ans,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8057741,https://www.mubawab.ma/fr/a/8057741/appt-parfait-pour-cabinet-m%C3%A9dical-a-agdal,N/A,2400000,N/A,N/A,150,2,4,2,,30-50 ans,Non,Non,Non,Non,Oui,Non,"Agdal à
							Rabat",success
8057849,https://www.mubawab.ma/fr/a/8057849/vente-appartement-rabat-haut-agdal,N/A,1300000,N/A,appartement,50,2,1,1,,N/A,Non,Non,Non,Non,Oui,Non,"Agdal à
							Rabat",success
8058244,https://www.mubawab.ma/fr/a/8058244/vente-riad-antique-sur-medina,N/A,3050000,N/A,N/A,340,8,7,2,,10-20 ans,Non,Non,Non,Oui,Non,Non,"Médina à
							Rabat",success
8058248,https://www.mubawab.ma/fr/a/8058248/villa-%C3%A0-r%C3%A9nover-%C3%A0-vendre,N/A,9500000,N/A,villa,840,10,8,4,,N/A,Non,Non,Non,Non,Oui,Non,"Riyad à
							Rabat",success
8058259,https://www.mubawab.ma/fr/a/8058259/vente-villa-%C3%A0-souissi,N/A,20000000,N/A,villa,4173,7,4,3,,N/A,Oui,Non,Non,Non,Oui,Non,"Souissi à
							Rabat",success
8058520,https://www.mubawab.ma/fr/a/8058520/a-vendre-appartement-%C3%A0-prestigia,N/A,2450000,N/A,appartement,91,3,2,2,,N/A,Non,Non,Non,Non,Oui,Non,"Souissi à
							Rabat",success
8058570,https://www.mubawab.ma/fr/a/8058570/spacieux-duplex-avec-terrasse-et-vue-imprenable,N/A,4040000,N/A,N/A,231,7,3,3,,10-20 ans,Non,Non,Non,Oui,Oui,Oui,"Agdal à
							Rabat",success
8058788,https://www.mubawab.ma/fr/a/8058788/villa-a-hay-riad,N/A,8500000,N/A,villa,443,7,5,3,,10-20 ans,Non,Non,Non,Non,Non,Non,"Riyad à
							Rabat",success
8059752,https://www.mubawab.ma/fr/a/8059752/villa-%C3%A0-vendre-380m%C2%B2,N/A,N/A,N/A,villa,380,7,5,3,,N/A,Oui,Non,Non,Oui,Oui,Non,"Riyad à
							Rabat",success
8059767,https://www.mubawab.ma/fr/a/8059767/appartement-a-vendre-avenue-abtal-agdal-129-m%C2%B2,N/A,2100000,N/A,appartement,129,3,3,2,,N/A,Non,Non,Non,Non,Oui,Oui,"Agdal à
							Rabat",success
8059879,https://www.mubawab.ma/fr/a/8059879/un-magnifique-duplex-neuf-%C3%A0-vendre,N/A,6900000,N/A,N/A,233,4,3,3,,1-5 ans,Oui,Oui,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
8060075,https://www.mubawab.ma/fr/a/8060075/appartement-%C3%A0-vendre-%C3%A0-hassan,N/A,1800000,N/A,appartement,90,3,2,2,,Moins d'un an,Non,Non,Oui,Oui,Oui,Oui,"Hassan - Centre Ville à
							Rabat",success
8060172,https://www.mubawab.ma/fr/a/8060172/superbe-appartement-%C3%A0-vendre-%C3%A0-agdal,N/A,1700000,N/A,appartement,94,2,1,2,,N/A,Non,Non,Non,Non,Oui,Non,"Agdal à
							Rabat",success
8060297,https://www.mubawab.ma/fr/a/8060297/appartement-%C3%A0-vendre-%C3%A0-agdal,N/A,1700000,N/A,appartement,75,3,2,2,,N/A,Non,Non,Oui,Oui,Oui,Oui,"Agdal à
							Rabat",success
8060300,https://www.mubawab.ma/fr/a/8060300/appartement-en-vente-%C3%A0-k%C3%A9bibat-3-pi%C3%A8ces-terrasse-et-ascenseur,N/A,1450000,N/A,appartement,140,3,2,2,,20-30 ans,Non,Non,Non,Oui,Oui,Oui,"Kébibat à
							Rabat",success
8060408,https://www.mubawab.ma/fr/a/8060408/riad-moderne-%C3%A0-vendre-enti%C3%A8rement-r%C3%A9nov%C3%A9-titr%C3%A9,N/A,3450000,N/A,N/A,75,5,3,3,,N/A,Non,Non,Oui,Oui,Non,Non,"Médina à
							Rabat",success
8061129,https://www.mubawab.ma/fr/a/8061129/bel-appartement-%C3%A0-vendre-%C3%A0-souissi-surface-de-160-m%C2%B2-service-de-concierge-chemin%C3%A9e,N/A,4800000,N/A,appartement,160,4,3,3,,5-10 ans,Oui,Non,Oui,Oui,Oui,Oui,"Souissi à
							Rabat",success
8061142,https://www.mubawab.ma/fr/a/8061142/apparemment-%C3%A0-vendre-%C3%A0-c%C3%B4t%C3%A9-de-la-gare-agdal,N/A,1900000,N/A,N/A,168,5,4,2,,20-30 ans,Oui,Non,Non,Oui,Oui,Non,"Agdal à
							Rabat",success
8061375,https://www.mubawab.ma/fr/a/8061375/villa-%C3%A0-vendre-sur-souissi,N/A,12500000,N/A,villa,1059,6,3,4,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8061474,https://www.mubawab.ma/fr/a/8061474/vente-villa-%C3%A0-hay-riad,N/A,5280000,N/A,villa,200,8,5,4,,10-20 ans,Oui,Oui,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
8061566,https://www.mubawab.ma/fr/a/8061566/maison-a-vendre,N/A,1450000,N/A,maison,70,4,4,4,,20-30 ans,Non,Non,Non,Oui,Non,Non,"Takadoum à
							Rabat",success
8061567,https://www.mubawab.ma/fr/a/8061567/appartement-spacieux-%C3%A0-vendre-sur-hay-riad,N/A,4400000,N/A,appartement,212,7,4,3,,Moins d'un an,Non,Non,Non,Oui,Oui,Oui,"Riyad à
							Rabat",success
8061572,https://www.mubawab.ma/fr/a/8061572/bel-appartement-f3-%C3%A0-vendre-sur-dior-jamae,N/A,1300000,N/A,appartement,120,4,2,1,,20-30 ans,Non,Non,Non,Non,Oui,Non,"Diour Jamaa à
							Rabat",success
8061756,https://www.mubawab.ma/fr/a/8061756/villa-olm-souissi-970m2,N/A,N/A,N/A,villa,350,3,4,4,,20-30 ans,Oui,Non,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8061936,https://www.mubawab.ma/fr/a/8061936/appart-a-vendre-a-guich-l-oudaya,N/A,1000000,N/A,N/A,75,4,2,1,,10-20 ans,Non,Non,Non,Oui,Non,Non,"Guich Oudaya à
							Rabat",success
8061960,https://www.mubawab.ma/fr/a/8061960/magnifique-riad-%C3%A0-r%C3%A9nov%C3%A9-au-c%C5%93ur-de-la-m%C3%A9dina,N/A,2900000,N/A,N/A,280,9,7,1,,20-30 ans,Non,Non,Oui,Oui,Non,Non,"Médina à
							Rabat",success
8062050,https://www.mubawab.ma/fr/a/8062050/villa-de-2-000-m%C2%B2-%C3%A0-vendre-sur-souissi-%C3%A0-rabat,N/A,N/A,N/A,villa,2000,8,6,5,,N/A,Oui,Oui,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
8062051,https://www.mubawab.ma/fr/a/8062051/villa-de-1-634-m%C2%B2-%C3%A0-vendre-sur-souissi,N/A,N/A,N/A,villa,1634,8,6,4,,N/A,Oui,Oui,Non,Non,Oui,Non,"Souissi à
							Rabat",success
8062358,https://www.mubawab.ma/fr/a/8062358/tres-belle-villa-a-vendre-rabat-menzeh,N/A,7900000,N/A,villa,589,6,6,5,,1-5 ans,Oui,Oui,Oui,Oui,Oui,Non,"Hay El Menzah à
							Rabat",success
8062461,https://www.mubawab.ma/fr/a/8062461/villa-%C3%A0-vendre-de-1950-0-m%C2%B2-%C3%A0-rabat-menzah-rabat,N/A,15000000,N/A,villa,1950,7,4,5,,N/A,Oui,Non,Non,Oui,Oui,Non,"Quartier Des Ambassades à
							Rabat",success
8062669,https://www.mubawab.ma/fr/a/8062669/magnifique-riad-au-c%C5%93ur-de-la-m%C3%A9dina-de-rabat,N/A,4200000,N/A,N/A,220,5,5,3,,70-100 ans,Non,Non,Non,Non,Non,Non,"Médina à
							Rabat",success
8062994,https://www.mubawab.ma/fr/a/8062994/villa-14-rue-new-york-ocean-rabat,N/A,N/A,N/A,villa,149,5,3,2,,N/A,Non,Non,Non,Non,Non,Non,"L'Ocean à
							Rabat",success
8063058,https://www.mubawab.ma/fr/a/8063058/joli-appartement-a-l-agdal,N/A,2440000,N/A,appartement,142,4,3,2,,N/A,Non,Non,Non,Non,Oui,Oui,"Agdal à
							Rabat",success
8063189,https://www.mubawab.ma/fr/a/8063189/appartement-%C3%A0-l%E2%80%99orangeraie-souissi-%C3%A0-vendre,N/A,3500000,N/A,appartement,136,2,2,3,,1-5 ans,Non,Non,Oui,Oui,Non,Non,"Souissi à
							Rabat",success
8063660,https://www.mubawab.ma/fr/a/8063660/appartement-a-vendre-situ%C3%A9-%C3%A0-hay-riad-rabat,N/A,2450000,N/A,appartement,91,4,2,2,,N/A,Oui,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
8063913,https://www.mubawab.ma/fr/a/8063913/vaste-appt-de-144m%C2%B2-id%C3%A9al-pour-une-famille,N/A,9000,N/A,N/A,144,4,3,2,,N/A,Non,Non,Non,Non,Non,Oui,"Agdal à
							Rabat",success
8064551,https://www.mubawab.ma/fr/a/8064551/maison-%C3%A0-vendre-a-rabat-yaccoub-el-mansour,N/A,3900000,N/A,maison,330,1,9,4,,20-30 ans,Non,Non,Non,Oui,Oui,Non,"Hay Al Massira à
							Rabat",success
8064996,https://www.mubawab.ma/fr/a/8064996/superbe-maison-%C3%A0-vendre-%C3%A0-akkari-1-belle-chambre-belle-terrasse,N/A,350000000,N/A,maison,159,3,1,1,,50-70 ans,Non,Non,Non,Oui,Oui,Non,"Akkari à
							Rabat",success
8065594,https://www.mubawab.ma/fr/a/8065594/a-vendre-120-m%C2%B2-rue-fal-ould-oumeir-rabat,N/A,1950000,N/A,N/A,120,3,2,1,,N/A,Non,Non,Oui,Non,Oui,Oui,"Agdal à
							Rabat",success
8065632,https://www.mubawab.ma/fr/a/8065632/vend-apt-r%C3%A9nov%C3%A9-2-facades-r%C3%A9sidence-sabah-rabat,N/A,1180000,N/A,N/A,97,5,4,2,,30-50 ans,Non,Non,Non,Non,Non,Non,"Hay Al Kora à
							Rabat",success
8065892,https://www.mubawab.ma/fr/a/8065892/villa-a-vendre,N/A,14781000,N/A,villa,1137,3,5,3,,70-100 ans,Oui,Non,Non,Non,Oui,Non,"Les Orangers à
							Rabat",success
8065923,https://www.mubawab.ma/fr/a/8065923/villa-spacieux-%C3%A0-vendre,N/A,7180000,N/A,villa,400,10,6,5,,5-10 ans,Oui,Non,Non,Oui,Oui,Non,"Hay Ach-chbanat à
							Rabat",success
8066082,https://www.mubawab.ma/fr/a/8066082/vente-d-un-bel-appartement-%C3%A0-guich-oudaya-2-chambres-meubl%C3%A9,N/A,1050000,N/A,appartement,62,3,2,1,,1-5 ans,Non,Non,Oui,Non,Non,Non,"Guich Oudaya à
							Rabat",success
8066087,https://www.mubawab.ma/fr/a/8066087/villa-usage-habitation-commercial-hay-riad,N/A,12000000,N/A,villa,729,9,5,5,,N/A,Oui,Oui,Oui,Non,Oui,Non,"Riyad à
							Rabat",success
8066491,https://www.mubawab.ma/fr/a/8066491/superbe-appartement-%C3%A0-vendre-%C3%A0-k%C3%A9bibat-2-belles-chambres-salon-traditionnel-marocain-r%C3%A9sidence-s%C3%A9curis%C3%A9e,N/A,1800000,N/A,appartement,126,4,2,2,,5-10 ans,Non,Non,Non,Oui,Oui,Oui,"Kébibat à
							Rabat",success
8066698,https://www.mubawab.ma/fr/a/8066698/villa-%C3%A0-vendre-souissi-rabat,N/A,8800000,N/A,villa,970,8,5,4,,N/A,Oui,Non,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8066725,https://www.mubawab.ma/fr/a/8066725/villa-%C3%A0-vendre-souissi-rabat,N/A,8800000,N/A,villa,970,8,5,4,,N/A,Oui,Non,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8067062,https://www.mubawab.ma/fr/a/8067062/villa-de-2-000-m%C2%B2-%C3%A0-vendre-sur-souissi-%C3%A0-rabat,N/A,N/A,N/A,villa,2000,8,5,4,,N/A,Non,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
8067366,https://www.mubawab.ma/fr/a/8067366/villa-%C3%A0-vendre-%C3%A0-olm-souissi,N/A,9800000,N/A,villa,920,3,4,4,,10-20 ans,Oui,Non,Non,Oui,Non,Non,"Souissi à
							Rabat",success
8067718,https://www.mubawab.ma/fr/a/8067718/villa-guich-oudayas,N/A,3800000,N/A,villa,250,7,4,4,,20-30 ans,Oui,Non,Non,Oui,Oui,Non,"Guich Oudaya à
							Rabat",success
8067968,https://www.mubawab.ma/fr/a/8067968/bel-appartement-agenc%C3%A9,N/A,1150000,N/A,appartement,97,5,4,2,,30-50 ans,Non,Non,Oui,Non,Non,Non,"Hay Al Kora à
							Rabat",success
8067976,https://www.mubawab.ma/fr/a/8067976/coquette-villa-neuve-avec-piscine-en-vente,N/A,17000000,N/A,villa,1000,10,7,6,,N/A,Oui,Oui,Non,Non,Non,Oui,Rabat,success
8067978,https://www.mubawab.ma/fr/a/8067978/appartement-en-vente-situ%C3%A9-bas-agdal-avec-terrasse,N/A,1650000,N/A,appartement,150,4,3,2,,N/A,Non,Non,Non,Non,Non,Non,"Agdal à
							Rabat",success
