type,area,property_state,rooms,bedrooms,bathrooms,jardin,piscine,cuisine_equiped,terrasse,garage,quartier,price_de_m2,price
appartement,140.0,,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Agdal,17142.85714285714,2400000.0
villa,450.0,Moins d'un an,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,33333.333333333336,15000000.0
villa,820.0,5-10 ans,11.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,Quartier Des Ambassades,34146.34146341463,28000000.0
appartement,101.0,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,21782.178217821784,2200000.0
appartement,365.0,,6.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Haut Agdal,19178.08219178082,7000000.0
appartement,155.0,10-20 ans,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,21290.322580645163,3300000.0
appartement,160.0,20-30 ans,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,L'Ocean,106250.0,17000000.0
appartement,235.0,,6.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,Agdal,23404.255319148935,5500000.0
appartement,137.0,10-20 ans,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Agdal,17518.24817518248,2400000.0
,36.0,5-10 ans,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,L'Ocean,34722.22222222222,1250000.0
villa,1721.0,1-5 ans,9.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,Souissi,11621.150493898896,20000000.0
appartement,356.0,,7.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,Agdal,9831.460674157302,3500000.0
appartement,356.0,,6.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Agdal,10000.0,3560000.0
appartement,106.0,30-50 ans,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Hay Al Kora,10000.0,1060000.0
appartement,130.0,,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,Al Irfane,14615.384615384615,1900000.0
appartement,170.0,10-20 ans,5.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,Haut Agdal,20000.0,3400000.0
appartement,109.0,,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Hassan - Centre Ville,23394.495412844037,2550000.0
appartement,97.0,10-20 ans,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,Hay Nahda,8659.79381443299,840000.0
appartement,136.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Riyad Extension,15441.176470588236,2100000.0
villa,630.0,,7.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,Hay El Menzah,10158.730158730159,6400000.0
appartement,170.0,10-20 ans,5.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,Haut Agdal,19117.647058823528,3250000.0
,820.0,,4.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,Souissi,2817.0731707317073,2310000.0
,205.0,,,2.0,4.0,0.0,0.0,0.0,1.0,1.0,Souissi,3780.487804878049,775000.0
,450.0,,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,Souissi,3222.222222222222,1450000.0
,1000.0,,,6.0,8.0,1.0,1.0,1.0,1.0,1.0,Souissi,2100.0,2100000.0
appartement,140.0,5-10 ans,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Hay Al Rajaa Fillah,10000.0,1400000.0
appartement,110.0,10-20 ans,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Kébibat,13909.09090909091,1530000.0
appartement,87.0,,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Riyad,24137.931034482757,2100000.0
appartement,141.0,,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,Guich Oudaya,15248.22695035461,2150000.0
villa,750.0,Moins d'un an,11.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,Souissi,34000.0,25500000.0
villa,600.0,20-30 ans,9.0,5.0,7.0,1.0,0.0,0.0,1.0,1.0,Souissi,21666.666666666668,13000000.0
villa,930.0,,8.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,8602.150537634408,8000000.0
appartement,106.0,,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,Rabat,10377.358490566037,1100000.0
appartement,119.0,5-10 ans,4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,Riyad,26890.756302521007,3200000.0
,310.0,,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Agdal,14516.129032258064,4500000.0
maison,250.0,20-30 ans,6.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,Hay Al Fath,19200.0,4800000.0
villa,260.0,,8.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,Riyad,22307.69230769231,5800000.0
appartement,87.0,5-10 ans,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,Riyad,21264.367816091955,1850000.0
villa,800.0,Moins d'un an,8.0,5.0,7.0,1.0,1.0,0.0,1.0,1.0,Souissi,22500.0,18000000.0
appartement,81.0,,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Hassan - Centre Ville,20493.827160493827,1660000.0
,290.0,Moins d'un an,5.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,Riyad,24137.931034482757,7000000.0
appartement,130.0,,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,Al Irfane,15384.615384615385,2000000.0
villa,290.0,,7.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Riyad,193448.27586206896,56100000.0
appartement,170.0,,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,21764.70588235294,3700000.0
villa,1000.0,Moins d'un an,9.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,Riyad,28000.0,28000000.0
maison,240.0,,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Hay Al Amal,7500.0,1800000.0
appartement,90.0,20-30 ans,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,L'Ocean,13333.333333333334,1200000.0
appartement,57.0,1-5 ans,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Hay El Menzah,36842.10526315789,2100000.0
appartement,223.0,,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,19506.7264573991,4350000.0
appartement,356.0,20-30 ans,8.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,Agdal,9550.561797752809,3400000.0
,112.0,20-30 ans,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,Riyad,20446.428571428572,2290000.0
appartement,130.0,1-5 ans,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Diour Jamaa,13461.538461538461,1750000.0
appartement,130.0,,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,Al Irfane,15384.615384615385,2000000.0
villa,551.0,,5.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,Riyad,14700.5444646098,8100000.0
appartement,93.0,10-20 ans,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,Aviation - Mabella,15053.763440860215,1400000.0
appartement,98.0,10-20 ans,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,Kébibat,14081.632653061224,1380000.0
appartement,170.0,5-10 ans,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,Riyad,26470.58823529412,4500000.0
appartement,172.0,,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Haut Agdal,27034.883720930233,4650000.0
appartement,180.0,,5.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,22777.777777777777,4100000.0
villa,320.0,10-20 ans,6.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,20312.5,6500000.0
appartement,128.0,,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Agdal,19531.25,2500000.0
villa,2000.0,,8.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,Quartier Des Ambassades,15000.0,30000000.0
appartement,103.0,20-30 ans,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,Hay Achchabab,10582.52427184466,1090000.0
appartement,180.0,,4.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,Souissi,26666.666666666668,4800000.0
appartement,140.0,1-5 ans,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,27142.85714285714,3800000.0
villa,540.0,,8.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,Riyad,16666.666666666668,9000000.0
villa,2058.0,1-5 ans,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,23809.52380952381,49000000.0
appartement,175.0,30-50 ans,10.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Agdal,13142.857142857143,2300000.0
appartement,180.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,24722.222222222223,4450000.0
villa,440.0,,6.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,Hassan - Centre Ville,10909.09090909091,4800000.0
appartement,180.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,24722.222222222223,4450000.0
villa,1990.0,30-50 ans,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Souissi,7537.688442211055,15000000.0
villa,1960.0,10-20 ans,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Souissi,5612.244897959184,11000000.0
villa,832.0,,8.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,Hay El Menzah,8894.23076923077,7400000.0
villa,1000.0,,9.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,Souissi,16300.0,16300000.0
,200.0,,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,Riyad,22500.0,4500000.0
appartement,60.0,10-20 ans,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,Agdal,21666.666666666668,1300000.0
studio,75.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Souissi,31333.333333333332,2350000.0
villa,1000.0,5-10 ans,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,Souissi,8700.0,8700000.0
,75.0,1-5 ans,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Souissi,34666.666666666664,2600000.0
appartement,118.0,,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Agdal,15762.71186440678,1860000.0
appartement,151.0,10-20 ans,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Agdal,19867.549668874173,3000000.0
villa,298.0,5-10 ans,8.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,Riyad,21812.080536912752,6500000.0
appartement,74.0,10-20 ans,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Hay Nahda,9459.45945945946,700000.0
appartement,120.0,20-30 ans,5.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,Agdal,146666.66666666666,17600000.0
appartement,105.0,,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Diour Jamaa,20000.0,2100000.0
appartement,89.0,1-5 ans,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Diour Jamaa,20224.719101123595,1800000.0
villa,850.0,,8.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,Riyad,11647.058823529413,9900000.0
villa,300.0,10-20 ans,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Riyad,22333.333333333332,6700000.0
appartement,73.0,,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Hassan - Centre Ville,17808.219178082192,1300000.0
,400.0,Plus de 100 ans,10.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,Médina,13750.0,5500000.0
villa,1700.0,,7.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,Souissi,19411.764705882353,33000000.0
,94.0,10-20 ans,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,Hassan - Centre Ville,22340.425531914894,2100000.0
villa,300.0,,8.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,Hay Nahda,14333.333333333334,4300000.0
villa,1700.0,,7.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,Souissi,6176.470588235294,10500000.0
,344.0,30-50 ans,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,Hay El Menzah,13808.139534883721,4750000.0
,290.0,10-20 ans,11.0,7.0,5.0,0.0,0.0,1.0,1.0,1.0,Hay Al Kora,1931.0344827586207,560000.0
appartement,100.0,5-10 ans,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Kébibat,16000.0,1600000.0
appartement,122.0,5-10 ans,7.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Diour Jamaa,16311.475409836066,1990000.0
villa,2000.0,10-20 ans,4.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,Souissi,5500.0,11000000.0
villa,281.0,5-10 ans,7.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Riyad,20640.569395017792,5800000.0
villa,1200.0,,8.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,28.333333333333332,34000.0
maison,2000.0,1-5 ans,10.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,12500.0,25000000.0
villa,200.0,20-30 ans,8.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Agdal,33000.0,6600000.0
villa,110.0,30-50 ans,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,Riyad,40000.0,4400000.0
maison,1500.0,10-20 ans,12.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,9333.333333333334,14000000.0
appartement,202.0,5-10 ans,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,Riyad,22277.227722772277,4500000.0
appartement,114.0,5-10 ans,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,Riyad,28070.175438596492,3200000.0
villa,2000.0,1-5 ans,9.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,Quartier Des Ambassades,15000.0,30000000.0
maison,2000.0,1-5 ans,9.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,7250.0,14500000.0
villa,700.0,20-30 ans,9.0,7.0,5.0,1.0,0.0,0.0,1.0,1.0,Souissi,22857.14285714286,16000000.0
appartement,100.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,Diour Jamaa,15000.0,1500000.0
appartement,136.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,Diour Jamaa,12500.0,1700000.0
,134.0,,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,Souissi,15671.641791044776,2100000.0
villa,2000.0,Moins d'un an,8.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,Souissi,14000.0,28000000.0
appartement,156.0,10-20 ans,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Hay Al Fath,14102.564102564103,2200000.0
appartement,139.0,1-5 ans,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,23021.58273381295,3200000.0
appartement,61.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Agdal,18360.655737704918,1120000.0
appartement,189.0,,7.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,Haut Agdal,20634.920634920636,3900000.0
villa,800.0,5-10 ans,5.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,Souissi,263500.0,210800000.0
villa,476.0,,8.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,Hay El Menzah,11344.53781512605,5400000.0
appartement,250.0,,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,20800.0,5200000.0
appartement,278.0,1-5 ans,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Haut Agdal,20143.88489208633,5600000.0
villa,350.0,10-20 ans,8.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,17142.85714285714,6000000.0
villa,200.0,20-30 ans,7.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,Riyad,21000.0,4200000.0
appartement,118.0,,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,L'Ocean,16949.15254237288,2000000.0
appartement,140.0,Moins d'un an,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,22857.14285714286,3200000.0
,750.0,,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,12666.666666666666,9500000.0
villa,800.0,,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad Extension,10625.0,8500000.0
appartement,130.0,5-10 ans,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,Hay Ach-chbanat,19307.69230769231,2510000.0
villa,214.0,10-20 ans,5.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,25700.934579439254,5500000.0
villa,505.0,5-10 ans,9.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,13861.386138613861,7000000.0
appartement,142.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Agdal,17464.788732394365,2480000.0
appartement,142.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Agdal,17464.788732394365,2480000.0
studio,42.0,10-20 ans,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Agdal,21904.761904761905,920000.0
villa,550.0,10-20 ans,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,Aviation - Mabella,11818.181818181818,6500000.0
appartement,96.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Hay El Menzah,14583.333333333334,1400000.0
appartement,250.0,10-20 ans,4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,Agdal,11200.0,2800000.0
appartement,118.0,,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Kébibat,14830.50847457627,1750000.0
villa,1080.0,,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Riyad,8796.296296296296,9500000.0
,85.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,13294.117647058823,1130000.0
villa,550.0,,7.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,Riyad,18181.81818181818,10000000.0
villa,550.0,,7.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,Riyad,18181.81818181818,10000000.0
appartement,112.0,,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Quartier Administratif,14732.142857142857,1650000.0
villa,1200.0,,10.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,12500.0,15000000.0
villa,1200.0,,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,12500.0,15000000.0
appartement,124.0,Moins d'un an,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Guich Oudaya,14919.354838709678,1850000.0
appartement,89.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,76.40449438202248,6800.0
,120.0,1-5 ans,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Agdal,16250.0,1950000.0
villa,2500.0,,17.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,Quartier Des Ambassades,10000.0,25000000.0
appartement,180.0,5-10 ans,4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,Souissi,26111.11111111111,4700000.0
appartement,144.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,Riyad,22569.444444444445,3250000.0
appartement,300.0,,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Agdal,11666.666666666666,3500000.0
,209.0,,5.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,Souissi,21531.1004784689,4500000.0
appartement,95.0,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,14315.78947368421,1360000.0
appartement,111.0,5-10 ans,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Riyad,171.17117117117118,19000.0
villa,340.0,10-20 ans,8.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,Riyad,16764.70588235294,5700000.0
villa,400.0,,9.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,Riyad,18750.0,7500000.0
villa,551.0,,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,14519.056261343012,8000000.0
villa,551.0,,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,14519.056261343012,8000000.0
appartement,200.0,10-20 ans,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,Riyad,21250.0,4250000.0
appartement,120.0,,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Agdal,16250.0,1950000.0
appartement,150.0,,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Agdal,16666.666666666668,2500000.0
appartement,104.0,,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Riyad,20192.30769230769,2100000.0
appartement,134.0,,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,Rabat,19402.985074626864,2600000.0
appartement,93.0,10-20 ans,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,Agdal,18817.204301075268,1750000.0
,476.0,30-50 ans,14.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,Médina,8193.27731092437,3900000.0
villa,320.0,,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Hay Ach-chbanat,26250.0,8400000.0
appartement,146.0,10-20 ans,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Hassan - Centre Ville,19178.08219178082,2800000.0
villa,250.0,10-20 ans,7.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Guich Oudaya,15000.0,3750000.0
maison,165.0,20-30 ans,4.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,Al Kamra,9090.90909090909,1500000.0
appartement,180.0,,6.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,Riyad,24444.444444444445,4400000.0
villa,1036.0,,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Souissi,8687.258687258687,9000000.0
villa,560.0,,13.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,14285.714285714286,8000000.0
appartement,130.0,,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,Hassan - Centre Ville,19230.76923076923,2500000.0
appartement,148.0,,,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Agdal,20270.27027027027,3000000.0
appartement,132.0,10-20 ans,4.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,Al Irfane,14393.939393939394,1900000.0
appartement,90.0,,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Riyad,25555.555555555555,2300000.0
villa,2000.0,5-10 ans,8.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,Quartier Des Ambassades,6450.0,12900000.0
appartement,80.0,,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,Riyad,31250.0,2500000.0
appartement,65.0,1-5 ans,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,Aviation - Mabella,23076.923076923078,1500000.0
appartement,115.0,10-20 ans,6.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,Hay Nahda,18695.652173913044,2150000.0
appartement,167.0,5-10 ans,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Hassan - Centre Ville,20958.08383233533,3500000.0
villa,2000.0,Moins d'un an,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,11500.0,23000000.0
villa,2500.0,5-10 ans,9.0,7.0,5.0,1.0,0.0,1.0,1.0,1.0,Souissi,14000.0,35000000.0
villa,3000.0,1-5 ans,6.0,6.0,6.0,1.0,0.0,1.0,1.0,1.0,Souissi,11666.666666666666,35000000.0
appartement,133.0,1-5 ans,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,Souissi,17293.233082706767,2300000.0
appartement,139.0,1-5 ans,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,Souissi,23021.58273381295,3200000.0
villa,1500.0,20-30 ans,8.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,15000.0,22500000.0
,143.0,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,Souissi,29370.62937062937,4200000.0
villa,2000.0,,9.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,Souissi,10500.0,21000000.0
villa,600.0,,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Hay Nahda,8000.0,4800000.0
villa,2200.0,1-5 ans,8.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,7727.272727272727,17000000.0
appartement,50.0,,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Agdal,19000.0,950000.0
villa,900.0,1-5 ans,7.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,16666.666666666668,15000000.0
maison,60.0,10-20 ans,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,Les Oudayas,5333333.333333333,320000000.0
villa,430.0,,9.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,14418.60465116279,6200000.0
appartement,101.0,,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Riyad,22772.27722772277,2300000.0
,174.0,1-5 ans,4.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,Riyad,24137.931034482757,4200000.0
appartement,81.0,,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Rabat,19135.802469135804,1550000.0
villa,400.0,,3.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,Aviation - Mabella,13250.0,5300000.0
appartement,77.0,1-5 ans,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,L'Ocean,18831.16883116883,1450000.0
villa,400.0,10-20 ans,7.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,Riyad,20000.0,8000000.0
villa,280.0,,4.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,21428.571428571428,6000000.0
maison,2050.0,,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,Souissi,5853.658536585366,12000000.0
appartement,157.0,Moins d'un an,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Souissi,27388.535031847136,4300000.0
,176.0,5-10 ans,5.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,Riyad,24431.81818181818,4300000.0
appartement,81.0,10-20 ans,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,L'Ocean,1481.4814814814815,120000.0
villa,690.0,,10.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,10869.565217391304,7500000.0
villa,300.0,5-10 ans,6.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,Riyad,21666.666666666668,6500000.0
appartement,200.0,,7.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,Agdal,17000.0,3400000.0
villa,289.0,,7.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,Riyad,19377.162629757786,5600000.0
appartement,35.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Aviation - Mabella,21428.571428571428,750000.0
villa,334.0,10-20 ans,7.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,Guich Oudaya,13772.45508982036,4600000.0
appartement,91.0,,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,Riyad,26923.076923076922,2450000.0
appartement,197.0,10-20 ans,6.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,24365.48223350254,4800000.0
villa,300.0,,8.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,Hay Nahda,14333.333333333334,4300000.0
appartement,137.0,,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Agdal,16058.39416058394,2200000.0
villa,2000.0,1-5 ans,7.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,Souissi,14000.0,28000000.0
appartement,210.0,,8.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Riyad,27619.04761904762,5800000.0
